iter	Logloss
375	0.2668923079
376	0.266769116
377	0.266701673
378	0.2666123602
379	0.2665859542
380	0.2665528864
381	0.2664821268
382	0.2664646174
383	0.2664048211
384	0.2663521765
385	0.266272888
386	0.2662321085
387	0.2661652228
388	0.2661494832
389	0.2660939435
390	0.2660545918
391	0.2660316223
392	0.2660013427
393	0.2659921517
394	0.2659709332
395	0.2659114939
396	0.2658418107
397	0.2657026296
398	0.2656556062
399	0.2655775997
400	0.2654513332
401	0.2654454339
402	0.2653654002
403	0.2653036682
404	0.2652713201
405	0.2652528037
406	0.2652012626
407	0.2651659023
408	0.2650551001
409	0.2650256198
410	0.2649417415
411	0.2648948126
412	0.2648902146
413	0.264780088
414	0.2647709816
415	0.2647002598
416	0.264585329
417	0.2645387204
418	0.2644686772
419	0.2644496207
420	0.2644224237
421	0.2643547167
422	0.2643350603
423	0.2642947416
424	0.2642635649
425	0.2641612946
426	0.2640367205
427	0.2640206679
428	0.2639194015
429	0.2638108536
430	0.2637788425
431	0.2637386514
432	0.2636894821
433	0.2636372651
434	0.2635900536
435	0.2635092495
436	0.2634581331
437	0.2633172822
438	0.2632210706
439	0.2631415672
440	0.2631287796
441	0.2631016735
442	0.2630620471
443	0.2630190413
444	0.2630017867
445	0.2629433166
446	0.2629414473
447	0.2629040045
448	0.2627989898
449	0.2627155987
450	0.2626301259
451	0.2626095541
452	0.2625545055
453	0.2625316712
454	0.2625163299
455	0.2624564799
456	0.2623595218
457	0.2623272427
458	0.2622539267
459	0.26223482
460	0.2621827915
461	0.2621402847
462	0.2620229061
463	0.2619698105
464	0.2619077291
465	0.2618911798
466	0.2618538933
467	0.2618442893
468	0.2618157012
469	0.2617480169
470	0.2617112924
471	0.2616979681
472	0.2615839287
473	0.2614871719
474	0.2614374438
475	0.2613399881
476	0.2611691475
477	0.2611377312
478	0.2611055094
479	0.2610114563
480	0.2609433647
481	0.2608366604
482	0.2607610165
483	0.2606979858
484	0.2605752964
485	0.2605502203
486	0.2605107372
487	0.2604867584
488	0.2604422965
489	0.2603719365
490	0.2603261189
491	0.2602985656
492	0.2602855176
493	0.260202702
494	0.2601849227
495	0.2600693936
496	0.2600473105
497	0.2600268109
498	0.2599869874
499	0.2599549507
500	0.2599147646
501	0.259839701
502	0.2598346213
503	0.2597572343
504	0.2596692761
505	0.2596442027
506	0.259558906
507	0.2594545178
508	0.2593753429
509	0.2593557081
510	0.2593287403
511	0.2591760186
512	0.2590952609
513	0.2590112235
514	0.2589658415
515	0.2589160518
516	0.2588630204
517	0.258781815
518	0.2587487663
519	0.2586320063
520	0.2585372036
521	0.2585157385
522	0.2585091573
523	0.2584692944
524	0.2584143176
525	0.2583657562
526	0.2583546928
527	0.2582775323
528	0.2582448083
529	0.2582042977
530	0.2581888403
531	0.2581406866
532	0.2581003946
533	0.2580933618
534	0.2580704247
535	0.2580165933
536	0.2579486143
537	0.2578151062
538	0.257789784
539	0.2577559241
540	0.2576833114
541	0.2576196399
542	0.257554418
543	0.2574938148
544	0.2574688361
545	0.2574492882
546	0.2574177831
547	0.2573444358
548	0.2572879012
549	0.2572273676
550	0.2571577823
551	0.2571466988
552	0.2570235352
553	0.2570008254
554	0.2569814989
555	0.2569406881
556	0.2569001441
557	0.2568495087
558	0.2568091581
559	0.2567705658
560	0.2567565662
561	0.2566477099
562	0.2565807384
563	0.2565213868
564	0.2565159955
565	0.2564433658
566	0.2563854529
567	0.2563301378
568	0.256300498
569	0.2562486677
570	0.2562335503
571	0.2561680269
572	0.2561084484
573	0.2560717519
574	0.2560574063
575	0.255995496
576	0.2558676651
577	0.2557751776
578	0.2557594381
579	0.2556737875
580	0.2556524103
581	0.2554893661
582	0.2554274367
583	0.2553505252
584	0.2553032866
585	0.2551959346
586	0.2551573114
587	0.2551151424
588	0.2549954197
589	0.2549205792
590	0.254896831
591	0.2548740286
592	0.2548468041
593	0.2548220818
594	0.2548079461
595	0.2547916688
596	0.2547359865
597	0.2546186872
598	0.2545684178
599	0.2545293011
600	0.2545071211
601	0.2544825577
602	0.254447838
603	0.2544009888
604	0.2543590732
605	0.2543437261
606	0.2542876255
607	0.2542168031
608	0.2542079502
609	0.2541948586
610	0.2541608515
611	0.2541197949
612	0.2540580774
613	0.2540251112
614	0.2540047668
615	0.2539291655
616	0.2538961697
617	0.2538151517
618	0.2537652874
619	0.2537436927
620	0.2536947024
621	0.2536747463
622	0.2536660412
623	0.2535986356
624	0.2534651987
625	0.2534620216
626	0.2534236305
627	0.2533726733
628	0.2533077492
629	0.253277852
630	0.2532308063
631	0.2532035547
632	0.2531599566
633	0.253156745
634	0.2531012857
635	0.2530274831
636	0.2530087042
637	0.2529635524
638	0.2529069471
639	0.2528720582
640	0.2527946433
641	0.2527837383
642	0.2527120794
643	0.2526745285
644	0.2526513034
645	0.2525035665
646	0.2524382447
647	0.2523774385
648	0.2523375693
649	0.2523030652
650	0.2522516611
651	0.252188359
652	0.2521418655
653	0.2521208727
654	0.2520841234
655	0.2520430464
656	0.2520175032
657	0.251983844
658	0.2519415765
659	0.2519034009
660	0.2519004205
661	0.2518106706
662	0.2517133093
663	0.2516851576
664	0.2516529803
665	0.2516097291
666	0.2515836365
667	0.2515690263
668	0.2515354726
669	0.2515319725
670	0.2514852308
671	0.2514610485
672	0.2514417805
673	0.2514148516
674	0.2513808753
675	0.2513256322
676	0.2512883734
677	0.2512769056
678	0.2512337768
679	0.251153774
680	0.2511224965
681	0.2510704285
682	0.2510526906
683	0.2510207492
684	0.2509580366
685	0.2509025357
686	0.2508647411
687	0.2508502343
688	0.2508012984
689	0.2507990196
690	0.2507793188
691	0.2506787467
692	0.2506425824
693	0.2505961257
694	0.2505756062
695	0.250527972
696	0.250451026
697	0.2503493303
698	0.2503326127
699	0.2501689877
700	0.2500675
701	0.2500316215
702	0.2498821585
703	0.2497977765
704	0.249721268
705	0.249667584
706	0.2496063147
707	0.2495975853
708	0.2494846966
709	0.2494614819
710	0.2494185462
711	0.249387762
712	0.2493710834
713	0.2493388026
714	0.2492738518
715	0.249230632
716	0.2491513544
717	0.2491206143
718	0.2490930784
719	0.2490076482
720	0.2489422923
721	0.2489100569
722	0.2488056893
723	0.2487861021
724	0.2487588234
725	0.2487029292
726	0.2486719611
727	0.2486412718
728	0.248576748
729	0.2485320978
730	0.2484728794
731	0.2483877656
732	0.2483220979
733	0.2483057962
734	0.2482692543
735	0.2481369839
736	0.2480973183
737	0.2480564254
738	0.2479826823
739	0.247910711
740	0.247890098
741	0.2478260605
742	0.2477638772
743	0.2477054217
744	0.2476496873
745	0.2475943135
746	0.2475608965
747	0.2474990993
748	0.2474661088
749	0.2474423796
750	0.2473660786
751	0.2473380273
752	0.2472956088
753	0.24719485
754	0.247156505
755	0.2470982854
756	0.2469580829
757	0.2469030842
758	0.2468552089
759	0.2468104079
760	0.246790723
761	0.246726553
762	0.2466834865
763	0.246627343
764	0.2465545414
765	0.2464280208
766	0.2463933515
767	0.2463752435
768	0.2463135762
769	0.2462383036
770	0.246150931
771	0.2461240383
772	0.2460974477
773	0.2460869456
774	0.2460491493
775	0.2460425589
776	0.2460004329
777	0.2459828362
778	0.2459615584
779	0.245877701
780	0.2458170633
781	0.2457491273
782	0.2456966437
783	0.2455782922
784	0.2455740625
785	0.2455511892
786	0.2455022319
787	0.2454063248
788	0.245326801
789	0.2453070546
790	0.2452777905
791	0.2452648622
792	0.2451852381
793	0.245164244
794	0.2450894917
795	0.2450646142
796	0.2449374893
797	0.2448814155
798	0.2448597875
799	0.2448318239
800	0.2448220098
801	0.244720648
802	0.2446354367
803	0.2446153702
804	0.2445776486
805	0.2445487103
806	0.2444635983
807	0.2444551164
808	0.2444000928
809	0.2443065557
810	0.2442649777
811	0.2442418386
812	0.2441891771
813	0.2441362893
814	0.2441025072
815	0.2440847096
816	0.2440473204
817	0.2439982114
818	0.2439561959
819	0.2439353078
820	0.2438686449
821	0.2438294804
822	0.2437692491
823	0.2436465693
824	0.2436253356
825	0.243593831
826	0.2435714429
827	0.2435469468
828	0.2435129583
829	0.2434591191
830	0.2434320891
831	0.243398214
832	0.2433684808
833	0.2432848683
834	0.2432314673
835	0.2431282766
836	0.243114309
837	0.2430797585
838	0.243056698
839	0.2429780421
840	0.2429494706
841	0.2429297464
842	0.2428772698
843	0.2428692607
844	0.2428175257
845	0.2427175098
846	0.2426339923
847	0.2425100598
848	0.2424651252
849	0.2424519735
850	0.2424389089
851	0.242421286
852	0.2423310242
853	0.2423211904
854	0.2423022669
855	0.2422165168
856	0.2421519847
857	0.2421387188
858	0.2421024675
859	0.2420440964
860	0.2420104903
861	0.2419844494
862	0.2419492466
863	0.241912857
864	0.2418659545
865	0.2417960371
866	0.2417165213
867	0.2415955488
868	0.2415232435
869	0.2414885721
870	0.2414369931
871	0.2414209396
872	0.2413813903
873	0.2413461834
874	0.2412610349
875	0.2412274226
876	0.2411990285
877	0.2411582575
878	0.2410848071
879	0.2410596196
880	0.2410332189
881	0.2409682001
882	0.2409589843
883	0.2409369152
884	0.2409057808
885	0.2408679333
886	0.2407947468
887	0.2407501331
888	0.240706836
889	0.2406887967
890	0.2406539122
891	0.2406323879
892	0.2404972703
893	0.2404810908
894	0.240461641
895	0.2404472794
896	0.240377092
897	0.2403653403
898	0.2403216957
899	0.2403064186
900	0.2402938076
901	0.2402387904
902	0.2401843978
903	0.2401168646
904	0.2400452106
905	0.23999779
906	0.2399607522
907	0.239950285
908	0.2398751524
909	0.2397615913
910	0.2397254294
911	0.2397219972
912	0.2396260106
913	0.2395147593
914	0.2394795718
915	0.2394137925
916	0.2393239775
917	0.239257067
918	0.2392486184
919	0.2392085144
920	0.2392019755
921	0.2391165576
922	0.2390777481
923	0.2390279774
924	0.2389866192
925	0.2389392349
926	0.2388515204
927	0.2388405429
928	0.2387827144
929	0.2387770223
930	0.2387465689
931	0.2386995393
932	0.2386419377
933	0.2385451004
934	0.2385161373
935	0.2384815841
936	0.2383685296
937	0.2382967281
938	0.2382370244
939	0.238191389
940	0.2381776282
941	0.2381708144
942	0.2380883641
943	0.2380119203
944	0.2379964061
945	0.237991788
946	0.237979938
947	0.2379692164
948	0.2379163198
949	0.2378542091
950	0.2378163543
951	0.2377489352
952	0.2376753912
953	0.2376197197
954	0.2375744417
955	0.2374553427
956	0.2373915345
957	0.2373396138
958	0.2372882253
959	0.2372743266
960	0.2372137783
961	0.2371844472
962	0.2371752277
963	0.2371346985
964	0.2370890046
965	0.2370675859
966	0.2370362605
967	0.2369693098
968	0.236950534
969	0.2368880267
970	0.2368489443
971	0.2367924047
972	0.2367866123
973	0.2367202367
974	0.2367189438
975	0.2366560254
976	0.2365824146
977	0.236556815
978	0.2364999794
979	0.2364896713
980	0.2364328818
981	0.2363539303
982	0.2363198828
983	0.2363053993
984	0.2362979804
985	0.2362513348
986	0.2362226212
987	0.2362140638
988	0.2361559993
989	0.2360998593
990	0.2360821126
991	0.2360381065
992	0.2360337422
993	0.2359637952
994	0.2359279303
995	0.2359158349
996	0.2358990223
997	0.2358096019
998	0.2357563916
999	0.2357013178
